@relation estimate-W90-occupancy-blockMissing-F100-N15
@attribute temperature numeric
@attribute humidity numeric
@attribute light numeric
@attribute CO2 numeric
@attribute humidityRatio numeric
@attribute class {no,yes}

@data
19.39,27.39,0.0,437.0,0.00380926,no
19.39,27.39,0.0,430.5,0.00380926,no
19.39,27.39,0.0,430.66666667,0.00380926,no
19.39,27.39,0.0,422.5,0.00380926,no
19.39,27.39,0.0,422.0,0.00380926,no
19.39,27.39,0.0,424.0,0.00380926,no
19.39,27.39,0.0,427.66666667,0.00380926,no
19.32333333,27.39,0.0,430.0,0.00379339,no
19.39,27.39,0.0,432.0,0.00380926,no
19.39,27.5,0.0,429.0,0.00382465,no
19.29,27.5,0.0,428.0,0.00380077,no
19.29,27.5,0.0,428.0,0.00380077,no
19.29,27.55,0.0,426.0,0.00380772,no
19.29,27.6,0.0,427.5,0.00381468,no
19.29,27.6,0.0,429.0,0.00381468,no
19.29,27.6,0.0,426.33333333,0.00381468,no
19.29,27.6,0.0,428.5,0.00381468,no
19.29,27.6,0.0,426.0,0.00381468,no
19.29,27.6,0.0,429.0,0.00381468,no
19.29,27.6,0.0,432.0,0.00381468,no
19.29,27.6,0.0,427.0,0.00381468,no
19.245,27.6,0.0,429.0,0.00380393,no
19.26,27.66666667,0.0,426.33333333,0.00381676,no
19.2,27.6,0.0,436.0,0.00379321,no
19.2,27.6,0.0,429.0,0.00379321,no
19.2,27.6,0.0,429.5,0.00379321,no
19.2,27.6,0.0,434.0,0.00379321,no
19.2,27.65,0.0,423.5,0.00380013,no
19.29,27.7,0.0,432.0,0.00382858,no
19.245,27.745,0.0,427.0,0.00382404,no
19.245,27.745,0.0,430.0,0.00382404,no
19.23,27.73,0.0,432.66666667,0.00381837,no
19.2,27.7,0.0,434.0,0.00380704,no
19.174827429310785,27.769070344262133,0.0,431.6253542516585,0.0038106709969635607,no
19.16489770352423,27.785556404624003,0.0,431.88877382320817,0.003810591676631763,no
19.154700805351894,27.802395898992724,0.0,432.1605403644419,0.0038104975991091763,no
19.144236734793992,27.819588827367944,0.0,432.44065387535505,0.0038103887643957516,no
19.133505491850336,27.83713518974983,0.0,432.72911435595086,0.003810265172491517,no
19.12250707652111,27.85503498613845,0.0,433.02592180622605,0.0038101268233964435,no
19.111241488806137,27.873288216533695,0.0,433.3310762261844,0.0038099737171105623,no
19.099708728705536,27.891894880935553,0.0,433.6445776158251,0.0038098058536338605,no
19.08790879621928,27.910854979344183,0.0,433.96642597514625,0.0038096232329663223,no
19.07584169134732,27.930168511759277,0.0,434.29662130414977,0.0038094258551079887,no
19.063507414089788,27.9498354781812,0.0,434.6351636028352,0.00380921372005882,no
19.050905964446457,27.96985587860975,0.0,434.98205287120163,0.0038089868278188494,no
19.038037342417606,27.99022971304489,0.0,435.33728910925004,0.0038087451783880614,no
19.024901548002987,28.010956981486615,0.0,435.7008723169806,0.003808488771766429,no
19.01149858120271,28.032037683935073,0.0,436.0728024943918,0.0038082176079539893,no
19.315,27.6,0.0,434.5,0.00382066,no
19.29,27.6,0.0,438.0,0.00381468,no
19.29,27.6,0.0,438.0,0.00381468,no
19.34,27.6,0.0,435.0,0.00382664,no
19.39,27.6,0.0,437.0,0.00383865,no
19.39,27.6,0.0,437.5,0.00383865,no
19.39,27.5,0.0,437.0,0.00382465,no
19.39,27.55,0.0,431.5,0.00383165,no
19.39,27.6,0.0,432.0,0.00383865,no
19.39,27.6,0.0,434.0,0.00383865,no
19.39,27.6,0.0,434.0,0.00383865,no
19.39,27.6,0.0,438.0,0.00383865,no
19.29,27.6,0.0,437.0,0.00381468,no
19.29,27.6,0.0,435.5,0.00381468,no
19.29,27.65,0.0,435.0,0.00382163,no
19.29,27.6,0.0,435.0,0.00381468,no
19.39,27.65,0.0,435.0,0.00384564,no
19.29,27.7,0.0,435.0,0.00382858,no
19.29,27.7,0.0,432.0,0.00382858,no
19.29,27.7,0.0,432.0,0.00382858,no
19.29,27.7,0.0,435.0,0.00382858,no
19.29,27.7,0.0,433.0,0.00382858,no
19.29,27.7,0.0,435.0,0.00382858,no
19.29,27.745,0.0,438.0,0.00383484,no
19.29,27.7,0.0,437.0,0.00382858,no
19.29,27.7,0.0,439.0,0.00382858,no
19.29,27.7,0.0,436.0,0.00382858,no
19.39,27.7,0.0,434.0,0.00385264,no
19.34,27.7,0.0,440.5,0.0038406,no
19.315,27.675,0.0,437.75,0.0038311,no
19.34,27.65,0.0,436.0,0.00383362,no
19.39,27.6,0.0,437.0,0.00383865,no
19.39,27.6,0.0,432.0,0.00383865,no
19.39,27.6,0.0,437.66666667,0.00383865,no
19.39,27.6,0.0,443.0,0.00383865,no
19.39,27.6,0.0,440.25,0.00383865,no
19.39,27.6,0.0,437.5,0.00383865,no
19.39,27.6,0.0,434.66666667,0.00383865,no
19.39,27.6,0.0,441.0,0.00383865,no
19.39,27.6,0.0,440.5,0.00383865,no
19.39,27.6,0.0,441.5,0.00383865,no
19.39,27.6,0.0,434.33333333,0.00383865,no
19.39,27.6,0.0,431.0,0.00383865,no
19.39,27.6,0.0,434.0,0.00383865,no
19.39,27.6,0.0,435.0,0.00383865,no
19.39,27.6,0.0,441.0,0.00383865,no
19.39,27.6,0.0,434.5,0.00383865,no
19.39,27.6,0.0,440.33333333,0.00383865,no
19.39,27.6,0.0,434.5,0.00383865,no
19.39,27.6,0.0,440.0,0.00383865,no
19.39,27.5,0.0,444.0,0.00382465,no
19.39,27.56666667,0.0,441.0,0.00383398,no
19.42666667,27.56666667,0.0,441.66666667,0.00384279,no
19.39,27.6,0.0,444.0,0.00383865,no
19.39,27.55,0.0,444.5,0.00383165,no
19.39,27.5,0.0,443.0,0.00382465,no
19.39,27.5,0.0,437.0,0.00382465,no
19.39,27.5,0.0,436.5,0.00382465,no
19.39,27.5,0.0,437.0,0.00382465,no
19.39,27.5,0.0,437.5,0.00382465,no
19.39,27.5,0.0,439.33333333,0.00382465,no
19.39,27.5,0.0,440.66666667,0.00382465,no
19.39,27.5,0.0,442.0,0.00382465,no
19.39,27.5,0.0,441.0,0.00382465,no
19.39,27.5,0.0,439.0,0.00382465,no
19.39,27.5,0.0,436.5,0.00382465,no
19.39,27.5,0.0,437.0,0.00382465,no
19.39,27.5,0.0,445.0,0.00382465,no
19.39,27.5,0.0,449.0,0.00382465,no
19.39,27.5,0.0,443.5,0.00382465,no
19.39,27.5,0.0,442.0,0.00382465,no
19.39,27.5,0.0,445.0,0.00382465,no
19.39,27.445,0.0,443.5,0.00381696,no
19.39,27.39,0.0,444.5,0.00380926,no
19.39,27.39,0.0,442.0,0.00380926,no
19.39,27.39,0.0,442.0,0.00380926,no
19.39,27.39,0.0,444.0,0.00380926,no
19.39,27.39,0.0,435.0,0.00380926,no
19.39,27.39,0.0,434.0,0.00380926,no
19.39,27.39,0.0,441.5,0.00380926,no
19.39,27.39,0.0,443.5,0.00380926,no
19.39,27.39,0.0,441.0,0.00380926,no
19.39,27.39,0.0,444.0,0.00380926,no
19.39,27.39,0.0,444.5,0.00380926,no
19.39,27.39,0.0,445.5,0.00380926,no
19.38863809511426,27.35441972764909,0.0,442.9714285715002,0.0038039551734693876,no
19.388444417625568,27.346705762028876,0.0,443.0548819528602,0.003802829525210085,no
19.388244306793844,27.338894603684345,0.0,443.1369363130744,0.0038016887475297726,no
19.38803776261895,27.330986252615542,0.0,443.2175916521406,0.003800532840428481,no
19.387824785100907,27.32298070882241,0.0,443.29684797006064,0.0037993618039061715,no
19.38760537423964,27.314877972304814,0.0,443.3747052668343,0.0037981756379628718,no
19.387379530035247,27.306678043062835,0.0,443.45116354246085,0.003796974342598566,no
19.38714725248779,27.29838092109651,0.0,443.5262227969402,0.0037957579178132636,no
19.386908541597112,27.28998660640599,0.0,443.5998830302729,0.00379452636360697,no
19.38666339736327,27.281495098990973,0.0,443.67214424246026,0.0037932796799796764,no
19.38641181978629,27.27290639885167,0.0,443.7430064335006,0.0037920178669313747,no
19.386153808866197,27.264220505988007,0.0,443.8124696033927,0.0037907409244620754,no
19.385889364602924,27.255437420399947,0.0,443.88053375214014,0.0037894488525717952,no
19.38561848699645,27.24655714208757,0.0,443.94719887973855,0.0037881416512604996,no
19.385341176046907,27.237579671050824,0.0,444.01246498619213,0.003786819320528204,no
19.39,27.39,0.0,446.0,0.00380926,no
19.39,27.445,0.0,446.0,0.00381696,no
19.39,27.39,0.0,443.0,0.00380926,no
19.42666667,27.46333333,0.0,444.66666667,0.0038283,no
19.42666667,27.42666667,0.0,437.0,0.00382316,no
19.39,27.39,0.0,450.0,0.00380926,no
19.39,27.39,0.0,454.5,0.00380926,no
19.46333333,27.46333333,0.0,451.0,0.0038371,no
19.39,27.39,0.0,450.5,0.00380926,no
19.39,27.39,0.0,449.0,0.00380926,no
19.5,27.5,0.0,443.5,0.00385108,no
19.39,27.39,0.0,447.5,0.00380926,no
19.5,27.5,0.0,445.0,0.00385108,no
19.445,27.445,0.0,447.5,0.00383012,no
19.42666667,27.46,0.0,449.66666667,0.00382783,no
19.46333333,27.56666667,0.0,450.0,0.00385162,no
19.5,27.6,0.0,451.0,0.00386517,no
19.5,27.6,0.0,454.5,0.00386517,no
19.39,27.5,0.0,455.0,0.00382465,no
19.39,27.39,0.0,454.0,0.00380926,no
19.5,27.5,0.0,452.0,0.00385108,no
19.5,27.525,0.0,451.0,0.0038546,no
19.5,27.55,0.0,447.0,0.00385812,no
19.46333333,27.56666667,0.0,450.0,0.00385162,no
19.5,27.6,0.0,446.0,0.00386517,no
19.5,27.6,0.0,447.0,0.00386517,no
19.445,27.55,0.0,449.0,0.00384487,no
19.5,27.6,0.0,449.0,0.00386517,no
19.5,27.6,0.0,447.66666667,0.00386517,no
19.445,27.55,0.0,446.5,0.00384487,no
19.445,27.55,0.0,447.0,0.00384487,no
19.5,27.6,0.0,453.5,0.00386517,no
19.5,27.6,0.0,458.0,0.00386517,no
19.5,27.6,0.0,450.0,0.00386517,no
19.5,27.6,0.0,446.0,0.00386517,no
19.5,27.6,0.0,447.0,0.00386517,no
19.5,27.6,0.0,448.0,0.00386517,no
19.5,27.6,0.0,450.0,0.00386517,no
19.5,27.6,0.0,447.0,0.00386517,no
19.5,27.6,0.0,446.5,0.00386517,no
19.5,27.6,0.0,449.5,0.00386517,no
19.5,27.6,0.0,447.5,0.00386517,no
19.5,27.6,0.0,447.0,0.00386517,no
19.5,27.6,0.0,447.0,0.00386517,no
19.5,27.6,0.0,450.0,0.00386517,no
19.5,27.6,0.0,454.0,0.00386517,no
19.5,27.6,0.0,447.0,0.00386517,no
19.5,27.6,0.0,447.5,0.00386517,no
19.5,27.6,0.0,448.5,0.00386517,no
19.5,27.6,0.0,445.5,0.00386517,no
19.5,27.6,0.0,444.0,0.00386517,no
19.5,27.6,0.0,444.5,0.00386517,no
19.5,27.6,0.0,449.5,0.00386517,no
19.5,27.6,0.0,456.0,0.00386517,no
19.5,27.6,0.0,451.5,0.00386517,no
19.5,27.6,0.0,447.66666667,0.00386517,no
19.5,27.6,0.0,447.5,0.00386517,no
19.5,27.6,0.0,450.0,0.00386517,no
19.5,27.6,0.0,449.0,0.00386517,no
19.5,27.6,0.0,442.0,0.00386517,no
19.5,27.6,0.0,444.0,0.00386517,no
19.5,27.6,0.0,447.5,0.00386517,no
19.6,27.6,0.0,451.0,0.00388942,no
19.5,27.6,0.0,444.0,0.00386517,no
19.5,27.6,0.0,445.66666667,0.00386517,no
19.5,27.7,0.0,450.0,0.00387926,no
19.5,27.7,0.0,446.66666667,0.00387926,no
19.5,27.6,0.0,452.0,0.00386517,no
19.5,27.7,0.0,455.0,0.00387926,no
19.5,27.7,0.0,453.0,0.00387926,no
19.5,27.7,0.0,446.0,0.00387926,no
19.5,27.65,0.0,449.0,0.00387222,no
19.5,27.7,0.0,451.0,0.00387926,no
19.5,27.6,0.0,451.0,0.00386517,no
19.5,27.7,0.0,445.5,0.00387926,no
19.5,27.65,0.0,443.0,0.00387222,no
19.5,27.7,0.0,450.0,0.00387926,no
19.5,27.7,0.0,455.5,0.00387926,no
19.5,27.7,0.0,456.0,0.00387926,no
19.5,27.65,0.0,454.0,0.00387222,no
19.5,27.7,0.0,450.5,0.00387926,no
19.5,27.7,0.0,450.75,0.00387926,no
19.5,27.7,0.0,452.0,0.00387926,no
19.5,27.7,0.0,452.0,0.00387926,no
19.5,27.7,0.0,454.0,0.00387926,no
19.49459921098768,27.718059614260646,0.0,452.90149766224573,0.003880503134132087,no
19.49361133121269,27.723017409050435,0.0,453.1802015167508,0.003880963190948631,no
19.49258250028356,27.728067461577048,0.0,453.4663711264302,0.003881426361618352,no
19.491512718200344,27.7332097718406,0.0,453.7600064912828,0.0038818926461412157,no
19.490401984963036,27.738444339841067,0.0,454.0611076113105,0.0038823620445172387,no
19.4892503005717,27.743771165578444,0.0,454.369674486512,0.0038828345567464124,no
19.48805766502621,27.74919024905264,0.0,454.6857071168884,0.003883310182828751,no
19.486824078326613,27.75470159026382,0.0,455.00920550243836,0.0038837889227642205,no
19.48554954047298,27.76030518921182,0.0,455.3401696431637,0.00388427077655287,no
19.484234051465243,27.766001045896758,0.0,455.6785995390625,0.003884755744194667,no
19.482877611303437,27.771789160318548,0.0,456.0244951901371,0.003885243825689621,no
19.48148021998751,27.777669532477347,0.0,456.3778565963829,0.003885735021037734,no
19.480041877517518,27.78364216237302,0.0,456.7386837578041,0.003886229330238999,no
19.478562583893392,27.789707050005514,0.0,457.1069766744014,0.003886726753293427,no
19.477042339115222,27.79586419537494,0.0,457.4827353461715,0.0038872272902010017,no
19.5,27.7,0.0,447.0,0.00387926,no
19.5,27.745,0.0,451.0,0.0038856,no
19.5,27.745,0.0,450.0,0.0038856,no
19.5,27.7,0.0,448.0,0.00387926,no
19.5,27.7,0.0,452.0,0.00387926,no
19.5,27.745,0.0,454.0,0.0038856,no
19.5,27.79,0.0,454.5,0.00389194,no
19.5,27.745,0.0,451.5,0.0038856,no
19.5,27.79,0.0,452.0,0.00389194,no
19.5,27.79,0.0,454.0,0.00389194,no
19.5,27.79,0.0,453.5,0.00389194,no
19.5,27.79,0.0,454.0,0.00389194,no
19.5,27.79,0.0,450.0,0.00389194,no
19.5,27.79,0.0,448.0,0.00389194,no
19.5,27.79,0.0,444.0,0.00389194,no
19.5,27.79,0.0,447.5,0.00389194,no
19.5,27.7,0.0,451.0,0.00387926,no
19.5,27.79,0.0,449.0,0.00389194,no
19.5,27.79,0.0,448.33333333,0.00389194,no
19.5,27.79,0.0,456.5,0.00389194,no
19.5,27.79,0.0,452.0,0.00389194,no
19.5,27.79,0.0,447.0,0.00389194,no
19.5,27.79,0.0,449.5,0.00389194,no
19.5,27.79,0.0,452.0,0.00389194,no
19.5,27.79,0.0,451.0,0.00389194,no
19.5,27.745,0.0,450.5,0.0038856,no
19.5,27.7,0.0,449.0,0.00387926,no
19.5,27.7,0.0,449.0,0.00387926,no
19.5,27.7,0.0,453.0,0.00387926,no
19.5,27.7,0.0,447.5,0.00387926,no
19.5,27.7,0.0,450.5,0.00387926,no
19.5,27.7,0.0,453.0,0.00387926,no
19.5,27.7,0.0,447.0,0.00387926,no
19.5,27.7,0.0,447.66666667,0.00387926,no
19.5,27.66666667,0.0,452.66666667,0.00387456,no
19.5,27.6,0.0,452.0,0.00386517,no
19.5,27.6,0.0,454.0,0.00386517,no
19.5,27.6,0.0,448.0,0.00386517,no
19.5,27.6,0.0,453.5,0.00386517,no
19.5,27.6,0.0,451.0,0.00386517,no
19.46333333,27.56666667,0.0,447.0,0.00385162,no
19.5,27.6,0.0,452.33333333,0.00386517,no
19.5,27.6,0.0,455.66666667,0.00386517,no
19.5,27.55,0.0,446.0,0.00385812,no
19.46333333,27.49666667,0.0,448.33333333,0.00384178,no
19.5,27.5,0.0,452.5,0.00385108,no
19.5,27.5,0.0,455.0,0.00385108,no
19.5,27.42666667,0.0,451.33333333,0.00384075,no
19.5,27.39,0.0,450.33333333,0.00383558,no
19.5,27.39,0.0,451.0,0.00383558,no
19.5,27.39,0.0,449.5,0.00383558,no
19.5,27.39,0.0,448.5,0.00383558,no
19.5,27.34,0.0,447.5,0.00382853,no
19.5,27.29,0.0,447.0,0.00382149,no
19.5,27.29,0.0,450.0,0.00382149,no
19.5,27.2,0.0,459.0,0.00380881,no
19.5,27.2,0.0,453.0,0.00380881,no
19.5,27.2,0.0,454.33333333,0.00380881,no
19.5,27.2,0.0,455.5,0.00380881,no
19.5,27.2,0.0,457.66666667,0.00380881,no
19.5,27.2,0.0,452.0,0.00380881,no
19.5,27.2,0.0,452.66666667,0.00380881,no
19.5,27.2,0.0,453.0,0.00380881,no
19.5,27.2,0.0,460.0,0.00380881,no
19.5,27.2,0.0,455.0,0.00380881,no
19.5,27.2,0.0,453.0,0.00380881,no
19.5,27.2,0.0,454.5,0.00380881,no
19.5,27.2,0.0,450.5,0.00380881,no
19.5,27.16666667,0.0,452.66666667,0.00380411,no
19.5,27.1,0.0,454.0,0.00379472,no
19.5,27.1,0.0,448.0,0.00379472,no
19.5,27.1,0.0,454.0,0.00379472,no
19.5,27.1,0.0,459.5,0.00379472,no
19.5,27.1,0.0,462.0,0.00379472,no
19.5,27.1,0.0,461.0,0.00379472,no
19.5,27.0,0.0,456.0,0.00378063,no
19.5,27.1,0.0,456.0,0.00379472,no
19.5,27.1,0.0,459.0,0.00379472,no
19.5,27.1,0.0,458.0,0.00379472,no
19.5,27.1,0.0,459.0,0.00379472,no
19.5,27.1,0.0,459.0,0.00379472,no
19.5,27.1,0.0,458.0,0.00379472,no
19.5,27.1,0.0,457.0,0.00379472,no
19.5,27.0,0.0,458.0,0.00378063,no
19.5,27.0,0.0,456.5,0.00378063,no
19.501966630309106,26.977204481565114,0.0,459.47527097812326,0.003777892423090974,no
19.502182863790928,26.96652508889035,0.0,459.7901263507734,0.0037764398604722893,no
19.502404569149693,26.95590716048171,0.0,460.11019880311056,0.0037749972779387237,no
19.502631746385443,26.945350696339627,0.0,460.43548833513296,0.0037735646754902836,no
19.502864395498065,26.934855696463725,0.0,460.7659949468456,0.00377214205312694,no
19.503102516487637,26.92442216085421,0.0,461.1017186382445,0.0037707294108487114,no
19.50334610935415,26.914050089510955,0.0,461.4426594093321,0.0037693267486556114,no
19.503595174097654,26.903739482434045,0.0,461.7888172601058,0.0037679340665476204,no
19.503849710718033,26.89349033962357,0.0,462.1401921905679,0.0037665513645247315,no
19.504109719215357,26.883302661079306,0.0,462.4967842007186,0.003765178642586967,no
19.50437519958961,26.873176446801327,0.0,462.8585932905558,0.0037638159007343163,no
19.504646151840866,26.8631116967897,0.0,463.22561946007994,0.0037624631389667857,no
19.504922575969072,26.85310841104443,0.0,463.59786270929106,0.003761120357284354,no
19.505204471974157,26.843166589565488,0.0,463.97532303819037,0.00375978755568704,no
19.505491839856184,26.833286232352837,0.0,464.35800044677825,0.003758464734174854,no
19.5,27.0,0.0,451.5,0.00378063,no
19.5,26.945,0.0,456.5,0.00377289,no
19.5,26.89,0.0,459.0,0.00376514,no
19.5,26.89,0.0,452.0,0.00376514,no
19.5,26.89,0.0,455.33333333,0.00376514,no
19.5,26.89,0.0,467.5,0.00376514,no
19.5,26.89,0.0,464.5,0.00376514,no
19.5,26.89,0.0,459.33333333,0.00376514,no
19.5,26.89,0.0,457.0,0.00376514,no
19.5,26.89,0.0,458.0,0.00376514,no
19.5,26.89,0.0,457.0,0.00376514,no
19.42666667,26.89,0.0,460.0,0.0037479,no
19.39,26.89,0.0,466.0,0.00373931,no
19.445,26.89,0.0,463.0,0.0037522,no
19.445,26.89,0.0,459.5,0.0037522,no
19.39,26.79,0.0,463.0,0.00372532,no
19.445,26.89,0.0,462.5,0.0037522,no
19.39,26.84,0.0,461.0,0.00373231,no
19.39,26.84,0.0,463.5,0.00373231,no
19.39,26.79,0.0,462.5,0.00372532,no
19.39,26.79,0.0,462.5,0.00372532,no
19.39,26.84,0.0,459.0,0.00373231,no
19.39,26.79,0.0,464.0,0.00372532,no
19.39,26.84,0.0,461.0,0.00373231,no
19.39,26.79,0.0,464.0,0.00372532,no
19.39,26.79,0.0,468.33333333,0.00372532,no
19.39,26.79,0.0,467.0,0.00372532,no
19.39,26.79,0.0,459.0,0.00372532,no
19.39,26.79,0.0,462.0,0.00372532,no
19.39,26.79,0.0,458.0,0.00372532,no
19.39,26.79,0.0,458.0,0.00372532,no
19.39,26.82333333,0.0,459.66666667,0.00372998,no
19.39,26.79,0.0,462.0,0.00372532,no
19.39,26.79,0.0,462.0,0.00372532,no
19.39,26.82333333,0.0,461.33333333,0.00372998,no
19.39,26.89,0.0,461.0,0.00373931,no
19.39,26.89,0.0,461.0,0.00373931,no
19.39,26.89,0.0,460.0,0.00373931,no
19.39,26.89,0.0,459.66666667,0.00373931,no
19.39,26.89,0.0,462.5,0.00373931,no
19.39,27.0,0.0,462.5,0.00375469,no
19.5,27.0,0.0,463.0,0.00378063,no
19.39,26.89,0.0,464.0,0.00373931,no
19.39,27.0,0.0,466.0,0.00375469,no
19.39,27.0,0.0,463.0,0.00375469,no
19.39,27.0,0.0,461.0,0.00375469,no
19.39,27.06666667,0.0,465.33333333,0.00376402,no
19.39,27.1,0.0,462.0,0.00376869,no
19.39,27.1,0.0,458.0,0.00376869,no
19.39,27.1,0.0,457.0,0.00376869,no
19.39,27.1,0.0,460.5,0.00376869,no
19.39,27.1,0.0,457.0,0.00376869,no
19.39,27.1,0.0,459.0,0.00376869,no
19.39,27.1,0.0,467.5,0.00376869,no
19.39,27.1,0.0,468.5,0.00376869,no
19.5,27.2,0.0,464.5,0.00380881,no
19.46333333,27.2,0.0,462.66666667,0.00380008,no
19.39,27.2,0.0,458.0,0.00378268,no
19.445,27.2,0.0,458.5,0.00379572,no
19.39,27.2,0.0,458.5,0.00378268,no
19.46333333,27.23,0.0,462.33333333,0.0038043,no
19.5,27.29,0.0,464.0,0.00382149,no
19.39,27.2,0.0,464.0,0.00378268,no
19.46333333,27.26,0.0,459.0,0.00380851,no
19.39,27.2,0.0,460.0,0.00378268,no
19.5,27.29,0.0,465.0,0.00382149,no
19.39,27.2,0.0,466.5,0.00378268,no
19.445,27.2,0.0,467.0,0.00379572,no
19.5,27.29,0.0,459.0,0.00382149,no
19.46333333,27.26,0.0,456.66666667,0.00380851,no
19.445,27.245,0.0,459.5,0.00380204,no
19.445,27.245,0.0,464.0,0.00380204,no
19.445,27.2,0.0,465.0,0.00379572,no
19.5,27.29,0.0,464.0,0.00382149,no
19.445,27.245,0.0,463.0,0.00380204,no
19.39,27.2,0.0,462.0,0.00378268,no
19.39,27.2,0.0,461.0,0.00378268,no
19.39,27.2,0.0,460.0,0.00378268,no
19.39,27.2,0.0,459.0,0.00378268,no
19.39,27.2,0.0,464.5,0.00378268,no
19.39,27.2,0.0,465.5,0.00378268,no
19.39,27.2,0.0,463.0,0.00378268,no
19.39,27.2,0.0,462.33333333,0.00378268,no
19.39,27.2,0.0,463.0,0.00378268,no
19.39,27.2,0.0,466.0,0.00378268,no
19.440093780261343,27.331663928196043,0.0,463.08899505000755,0.00381295875352968,no
19.442144503344082,27.340956915687684,0.0,463.14425698995495,0.003814740782975387,no
19.444249221914244,27.35031194584593,0.0,463.2005362712293,0.003816544137230511,no
19.44640793597159,27.359729018670663,0.0,463.2578328938332,0.003818368816295043,no
19.448620645516357,27.369208134161923,0.0,463.3161468577666,0.0038202148201689893,no
19.450887350548395,27.378749292319593,0.0,463.37547816302947,0.003822082148852343,no
19.453208051067772,27.388352493143937,0.0,463.43582680961987,0.0038239708023451143,no
19.455582747074505,27.398017736634685,0.0,463.49719279754,0.003825880780647292,no
19.458011438568455,27.407745022792017,0.0,463.55957612678736,0.0038278120837588973,no
19.39,27.1,0.0,466.5,0.00376869,no
19.39,27.1,0.0,467.5,0.00376869,no
19.39,27.1,0.0,465.0,0.00376869,no
19.39,27.1,0.0,464.5,0.00376869,no
19.39,27.05,0.0,466.0,0.00376169,no
19.39,27.03333333,0.0,464.66666667,0.00375936,no
19.39,27.05,0.0,464.5,0.00376169,no
19.39,27.0,0.0,467.5,0.00375469,no
19.445,26.995,0.0,470.0,0.00376694,no
19.39,26.89,0.0,472.0,0.00373931,no
19.39,26.89,0.0,472.0,0.00373931,no
19.39,26.89,0.0,471.0,0.00373931,no
19.39,26.89,0.0,463.5,0.00373931,no
19.39,26.89,0.0,467.0,0.00373931,no
19.39,26.89,0.0,466.0,0.00373931,no
19.39,26.89,0.0,470.5,0.00373931,no
19.39,26.89,0.0,469.0,0.00373931,no
19.39,26.89,0.0,467.0,0.00373931,no
19.39,26.89,0.0,471.0,0.00373931,no
19.39,26.89,0.0,473.0,0.00373931,no
19.39,26.84,0.0,473.0,0.00373231,no
19.39,26.89,0.0,474.0,0.00373931,no
19.39,26.82333333,0.0,466.0,0.00372998,no
19.39,26.815,0.0,467.0,0.00372881,no
19.39,26.79,0.0,469.0,0.00372532,no
19.39,26.79,0.0,471.0,0.00372532,no
19.39,26.79,0.0,471.0,0.00372532,no
19.39,26.745,0.0,472.5,0.00371902,no
19.39,26.745,0.0,472.0,0.00371902,no
19.39,26.7,0.0,472.0,0.00371273,no
19.39,26.7,0.0,472.0,0.00371273,no
19.39,26.7,0.0,471.0,0.00371273,no
19.39,26.7,0.0,468.0,0.00371273,no
19.39,26.7,0.0,470.0,0.00371273,no
19.39,26.7,0.0,469.0,0.00371273,no
19.39,26.7,0.0,470.33333333,0.00371273,no
19.39,26.7,0.0,471.0,0.00371273,no
19.39,26.7,0.0,471.5,0.00371273,no
19.39,26.7,0.0,470.0,0.00371273,no
19.39,26.7,0.0,468.0,0.00371273,no
19.39,26.7,0.0,469.0,0.00371273,no
19.39,26.65,0.0,472.0,0.00370573,no
19.39,26.7,0.0,474.0,0.00371273,no
19.39,26.7,0.0,468.0,0.00371273,no
19.39,26.65,0.0,470.5,0.00370573,no
19.39,26.7,0.0,470.5,0.00371273,no
19.39,26.65,0.0,468.0,0.00370573,no
19.445,26.65,0.0,468.5,0.00371851,no
19.39,26.65,0.0,469.0,0.00370573,no
19.39,26.66666667,0.0,471.33333333,0.00370806,no
19.39,26.6,0.0,470.5,0.00369874,no
19.39,26.6,0.0,472.0,0.00369874,no
19.46333333,26.66666667,0.0,467.66666667,0.00372512,no
19.445,26.65,0.0,464.0,0.00371851,no
19.39,26.6,0.0,467.5,0.00369874,no
19.5,26.7,0.0,472.0,0.00373837,no
19.5,26.7,0.0,473.0,0.00373837,no
19.42666667,26.63333333,0.0,475.66666667,0.00371191,no
19.39,26.66666667,0.0,470.66666667,0.00370806,no
19.445,26.7,0.0,468.5,0.00372553,no
19.39,26.7,0.0,470.0,0.00371273,no
19.39,26.7,0.0,469.0,0.00371273,no
19.39,26.7,0.0,468.0,0.00371273,no
19.39,26.7,0.0,465.33333333,0.00371273,no
19.39,26.7,0.0,464.0,0.00371273,no
19.39,26.7,0.0,469.66666667,0.00371273,no
19.39,26.7,0.0,471.0,0.00371273,no
19.39,26.7,0.0,473.33333333,0.00371273,no
19.39,26.7,0.0,472.0,0.00371273,no
19.39,26.7,0.0,472.0,0.00371273,no
19.39,26.73,0.0,469.33333333,0.00371692,no
19.39,26.7,0.0,467.0,0.00371273,no
19.35666667,26.73,0.0,472.33333333,0.00370917,no
19.35666667,26.79,0.0,464.66666667,0.00371755,no
19.29,26.79,0.0,464.5,0.00370206,no
19.29,26.79,0.0,464.0,0.00370206,no
19.34,26.84,0.0,472.0,0.00372064,no
19.29,26.79,0.0,471.0,0.00370206,no
19.29,26.79,0.0,466.0,0.00370206,no
19.29,26.79,0.0,467.66666667,0.00370206,no
19.29,26.79,0.0,470.0,0.00370206,no
19.29,26.79,0.0,469.0,0.00370206,no
19.29,26.85666667,0.0,467.66666667,0.00371132,no
19.29,26.84,0.0,472.0,0.00370901,no
